-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2013 through 09/30/2013 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2013,8,7,0.83,28.2,28.23,20.2,82.38,5.92,97.62
2013,8,8,1.88,28.11,27.92,20.57,84.0,10.74,97.47
2013,8,9,1.62,28.72,28.85,20.02,79.5,9.88,97.42
2013,8,10,1.2,28.76,29.28,20.94,82.88,4.94,97.42
2013,8,11,1.65,28.67,29.16,21.55,85.69,1.09,97.57
2013,8,12,1.27,28.96,29.43,21.73,84.94,0.63,97.51
2013,8,13,2.39,27.73,27.74,21.0,87.62,0.58,97.41
2013,8,14,2.41,27.87,28.01,20.45,85.06,6.91,97.41
2013,8,15,2.63,26.8,26.67,20.57,90.44,16.72,97.55
2013,8,16,1.52,27.42,27.65,20.51,87.38,42.73,97.46
2013,8,17,1.48,27.48,27.73,20.81,88.19,35.45,97.3
2013,8,18,1.16,28.16,28.08,20.14,82.5,5.9,97.35
2013,8,19,0.88,28.68,28.79,20.26,80.56,8.86,97.44
2013,8,20,0.86,28.79,28.83,20.39,80.5,45.09,97.36
2013,8,21,1.49,28.85,28.55,19.65,77.88,11.09,97.31
2013,8,22,1.51,28.43,28.22,19.59,79.12,1.66,97.52
2013,8,23,1.05,29.1,28.94,19.23,75.06,0.61,97.59
2013,8,24,0.77,29.76,29.48,20.2,75.12,0.15,97.57
2013,8,25,1.08,29.78,29.76,21.0,78.19,7.7,97.41
2013,8,26,2.06,29.33,28.99,19.9,76.56,1.01,97.27
2013,8,27,3.29,28.55,28.21,19.41,77.94,1.14,97.37
2013,8,28,2.47,27.75,27.65,18.25,77.31,0.29,97.73
2013,8,29,2.01,27.97,27.76,18.68,78.19,19.2,97.81
2013,8,30,2.65,27.86,27.72,18.74,78.94,1.34,97.74
2013,8,31,2.5,27.72,27.56,18.49,78.44,0.27,97.74
2013,9,1,2.72,27.86,27.63,18.43,77.56,0.22,97.78
2013,9,2,3.0,27.65,27.25,17.33,74.12,0.05,97.83
2013,9,3,2.93,27.63,27.33,17.52,74.81,0.11,97.73
2013,9,4,3.05,27.31,26.87,16.54,71.94,0.72,97.68
2013,9,5,2.66,27.4,26.87,15.99,69.88,0.0,97.6
2013,9,6,2.42,26.83,26.52,15.81,71.38,0.0,97.78
2013,9,7,2.11,27.08,26.84,15.26,69.06,0.0,97.95
2013,9,8,1.5,26.63,26.68,16.36,74.56,1.39,98.13
2013,9,9,1.59,27.53,27.38,16.85,73.44,1.47,98.17
2013,9,10,1.7,27.97,27.82,16.48,70.31,0.28,97.94
2013,9,11,1.11,27.83,27.97,16.3,70.69,0.21,97.96
2013,9,12,1.37,27.64,28.03,17.27,74.75,0.16,98.17
2013,9,13,1.07,28.3,28.58,17.64,73.44,0.02,98.18
2013,9,14,1.16,28.45,28.33,16.6,68.94,0.08,97.91
2013,9,15,1.16,28.38,28.15,15.2,64.38,0.27,97.62
2013,9,16,1.66,27.55,27.37,14.83,65.44,0.08,97.66
2013,9,17,1.26,27.69,27.21,13.98,61.25,0.0,97.73
2013,9,18,1.38,28.01,27.35,13.18,56.56,0.0,97.72
2013,9,19,1.36,27.54,27.14,13.18,58.44,0.0,97.69
2013,9,20,1.73,27.1,27.58,17.03,74.69,2.91,97.76
2013,9,21,2.56,26.4,26.44,18.74,84.88,33.58,97.79
2013,9,22,1.7,27.52,27.83,18.86,80.38,3.04,97.67
2013,9,23,1.23,28.27,28.49,19.04,77.81,0.01,97.59
2013,9,24,1.54,28.06,28.16,18.92,78.38,0.1,97.72
2013,9,25,1.24,27.65,27.83,19.78,83.5,19.33,97.94
2013,9,26,0.93,28.26,28.38,18.86,77.75,7.02,98.07
2013,9,27,1.62,27.86,27.84,18.13,76.5,0.62,98.02
2013,9,28,0.91,27.24,27.16,17.88,77.88,0.3,97.97
2013,9,29,0.67,27.38,27.22,16.85,73.38,17.85,97.83
2013,9,30,1.7,25.94,26.31,17.33,81.31,3.54,97.91
