-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2016 through 09/30/2016 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2016,8,1,1.25,28.69,29.19,20.75,82.19,5.31,97.27
2016,8,2,2.1,27.9,28.1,20.26,84.0,11.1,97.19
2016,8,3,1.74,28.54,28.76,20.63,82.31,3.75,97.25
2016,8,4,1.77,28.53,28.44,20.87,83.19,1.85,97.34
2016,8,5,1.59,29.87,30.08,21.24,79.31,0.72,97.37
2016,8,6,1.75,29.38,29.48,21.12,80.5,3.93,97.39
2016,8,7,1.66,28.98,29.12,21.0,82.06,2.27,97.45
2016,8,8,1.73,29.26,29.73,21.06,81.06,0.12,97.4
2016,8,9,1.55,28.73,28.87,21.42,84.38,1.66,97.23
2016,8,10,1.84,28.63,28.96,21.36,84.81,18.86,97.26
2016,8,11,1.67,27.57,27.51,21.06,88.75,14.26,97.51
2016,8,12,1.5,28.07,28.44,20.08,82.88,11.8,97.57
2016,8,13,1.5,29.23,29.28,20.32,78.44,9.72,97.44
2016,8,14,1.58,29.23,29.0,19.71,76.12,2.65,97.38
2016,8,15,2.55,29.48,29.31,18.98,72.75,0.01,97.25
2016,8,16,2.79,29.35,29.28,19.04,73.25,0.25,97.13
2016,8,17,1.89,29.33,29.28,18.62,72.0,0.31,97.24
2016,8,18,1.27,28.58,28.69,19.23,76.75,4.05,97.35
2016,8,19,1.17,29.5,29.56,19.17,72.75,0.05,97.35
2016,8,20,2.22,29.16,29.51,20.32,78.75,0.0,97.38
2016,8,21,2.27,28.44,29.05,20.2,81.75,0.0,97.42
2016,8,22,1.77,28.77,29.6,19.65,78.62,0.0,97.6
2016,8,23,1.23,29.01,29.74,19.84,78.19,0.08,97.67
2016,8,24,2.89,27.7,27.83,19.96,84.06,4.88,97.59
2016,8,25,1.72,29.05,29.78,20.14,79.19,1.44,97.79
2016,8,26,0.92,29.82,30.61,19.84,74.81,3.85,97.86
2016,8,27,1.73,28.96,29.39,20.02,78.81,4.42,97.98
2016,8,28,1.42,28.46,28.62,19.59,79.25,1.8,98.01
2016,8,29,1.09,28.47,28.44,19.84,79.88,14.8,97.72
2016,8,30,0.7,28.66,29.27,20.02,79.69,12.66,97.56
2016,8,31,1.46,28.02,28.23,21.12,86.94,23.16,97.57
2016,9,1,1.09,28.16,28.31,19.78,81.19,19.12,97.59
2016,9,2,2.3,27.73,27.54,17.33,73.75,0.19,97.46
2016,9,3,2.77,27.5,27.26,16.91,73.06,0.01,97.45
2016,9,4,2.45,27.41,27.48,16.72,73.12,0.03,97.7
2016,9,5,2.48,27.7,27.85,16.72,72.0,0.01,97.75
2016,9,6,2.63,27.62,27.83,16.91,72.62,0.0,97.78
2016,9,7,2.27,27.52,27.69,16.05,69.56,0.0,97.79
2016,9,8,2.21,27.99,28.19,16.3,68.62,0.0,97.87
2016,9,9,2.19,28.11,28.26,15.2,64.38,0.0,97.96
2016,9,10,2.34,28.31,28.4,15.44,64.38,0.0,97.86
2016,9,11,1.98,28.55,28.56,14.65,60.88,0.0,97.79
2016,9,12,2.05,28.87,28.93,14.53,58.75,0.01,97.83
2016,9,13,1.03,28.98,29.55,15.44,61.94,0.0,98.02
2016,9,14,1.08,29.61,29.83,15.87,61.5,1.22,98.06
2016,9,15,1.15,29.44,29.61,14.65,57.62,0.29,97.94
2016,9,16,1.01,29.88,29.57,13.0,50.0,0.03,97.84
2016,9,17,0.92,29.94,29.47,12.21,46.81,0.0,97.77
2016,9,18,1.07,29.34,29.49,12.94,51.44,0.0,97.87
2016,9,19,0.99,29.79,30.32,14.53,55.44,0.01,97.79
2016,9,20,0.71,30.79,31.35,14.83,54.38,0.02,97.67
2016,9,21,1.12,31.0,31.51,15.14,54.5,1.51,97.87
2016,9,22,1.38,28.1,29.1,17.21,72.62,7.09,98.1
2016,9,23,0.87,28.76,29.65,14.77,61.62,0.55,97.85
2016,9,24,1.26,28.82,29.58,14.4,59.5,0.43,97.73
2016,9,25,1.03,29.16,29.62,13.67,55.0,0.0,97.81
2016,9,26,0.93,29.32,29.63,13.31,52.94,0.16,97.97
2016,9,27,1.23,28.77,29.4,13.43,57.0,0.05,98.0
2016,9,28,0.95,29.26,29.83,12.63,51.19,0.0,97.9
2016,9,29,0.97,28.94,29.3,12.94,52.75,0.0,97.91
2016,9,30,0.81,29.88,30.11,13.43,51.56,0.0,97.94
