-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2024 through 09/30/2024 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2024,7,20,2.38,32.07,33.31,21.24,70.0,0.79,97.2
2024,7,21,2.74,33.08,34.26,21.3,66.38,0.55,97.13
2024,7,22,2.83,32.04,33.15,20.94,69.38,2.29,97.19
2024,7,23,2.17,32.56,33.84,22.28,71.19,5.37,97.03
2024,7,24,1.91,32.12,32.67,23.07,74.94,4.68,96.7
2024,7,25,1.93,32.37,33.83,21.79,70.62,3.48,96.65
2024,7,26,1.21,31.36,31.6,21.85,74.62,26.99,96.86
2024,7,27,1.59,32.04,32.38,23.32,75.69,4.78,97.07
2024,7,28,2.5,32.82,33.71,21.12,67.44,0.22,97.1
2024,7,29,2.9,32.48,33.5,20.32,65.94,0.01,97.07
2024,7,30,2.38,33.39,34.26,21.55,66.31,0.66,97.2
2024,7,31,1.89,32.44,32.97,23.86,76.94,23.92,97.18
2024,8,1,2.71,28.68,28.59,23.19,90.88,88.01,97.11
2024,8,2,2.05,29.4,29.36,21.61,81.94,0.38,97.08
2024,8,3,3.5,30.08,30.22,21.61,79.38,0.58,97.23
2024,8,4,3.37,29.94,30.3,21.12,78.38,1.51,97.36
2024,8,5,4.55,29.17,29.5,21.0,81.12,2.6,97.32
2024,8,6,2.79,28.98,29.76,21.18,82.38,4.75,97.18
2024,8,7,1.93,29.18,29.58,22.34,85.81,17.69,97.27
2024,8,8,1.08,28.57,28.83,21.97,87.25,77.99,97.44
2024,8,9,1.15,29.11,29.65,21.85,84.81,3.9,97.57
2024,8,10,0.91,29.31,29.76,21.91,83.81,4.3,97.54
2024,8,11,1.66,28.49,28.78,22.16,88.25,6.86,97.37
2024,8,12,2.05,28.06,28.22,21.73,88.94,16.55,97.45
2024,8,13,1.95,28.01,27.91,21.79,89.5,31.31,97.59
2024,8,14,1.5,28.7,28.44,22.46,88.62,26.97,97.63
2024,8,15,1.43,29.29,29.25,22.64,86.5,4.05,97.53
2024,8,16,2.4,28.48,28.23,22.95,91.31,12.29,97.4
2024,8,17,1.02,28.92,28.87,22.34,87.25,4.89,97.71
2024,8,18,1.66,29.6,29.55,22.34,84.12,2.29,97.76
2024,8,19,1.73,29.54,29.37,21.85,82.62,3.39,97.68
2024,8,20,1.17,29.21,29.29,21.85,84.19,7.9,97.7
2024,8,21,1.13,29.57,29.49,21.97,83.25,4.3,97.76
2024,8,22,1.41,28.66,28.26,21.91,86.88,46.41,97.73
2024,8,23,0.77,28.55,28.47,21.91,87.38,7.92,97.78
2024,8,24,1.14,28.41,28.34,22.03,88.5,6.19,97.73
2024,8,25,2.67,28.69,28.55,21.67,85.88,1.92,97.51
2024,8,26,3.12,28.21,28.19,21.42,87.19,4.22,97.48
2024,8,27,3.44,27.78,27.64,21.24,88.69,6.41,97.68
2024,8,28,1.95,27.46,27.35,21.12,89.5,10.02,97.66
2024,8,29,2.33,27.6,27.72,20.75,87.44,2.15,97.68
2024,8,30,1.25,28.16,28.08,21.12,86.44,3.39,97.91
2024,8,31,1.16,29.25,29.19,21.18,81.5,0.9,97.86
2024,9,1,1.29,30.24,29.76,21.42,78.06,0.32,97.78
2024,9,2,1.81,28.29,28.15,21.91,88.56,6.9,97.84
2024,9,3,1.69,29.27,29.15,21.36,82.38,2.59,97.89
2024,9,4,0.83,27.77,27.8,21.36,89.0,7.07,97.65
2024,9,5,0.9,28.0,28.33,19.96,82.81,1.09,97.51
2024,9,6,1.89,26.9,26.7,21.3,93.19,13.33,97.66
2024,9,7,1.98,26.65,26.51,21.12,93.62,22.5,97.75
2024,9,8,1.17,27.43,27.19,20.69,88.25,2.82,97.75
2024,9,9,0.74,28.13,28.09,21.3,87.0,4.4,97.53
2024,9,10,0.94,28.05,27.99,21.79,89.19,5.24,97.46
2024,9,11,1.17,27.29,27.15,21.3,90.94,9.0,97.47
2024,9,12,2.32,26.72,26.73,20.57,90.94,23.48,97.3
2024,9,13,2.86,27.37,27.19,20.26,86.88,1.0,97.4
2024,9,14,1.96,26.95,26.89,19.29,84.81,1.61,97.63
2024,9,15,2.16,27.05,26.83,18.25,80.25,0.05,97.66
2024,9,16,2.02,27.12,26.62,17.03,75.19,0.0,97.81
2024,9,17,1.38,26.83,26.54,17.94,79.75,0.22,97.92
2024,9,18,1.92,26.19,26.11,18.92,87.06,11.0,97.85
2024,9,19,2.32,26.24,26.31,19.04,87.19,2.26,97.82
2024,9,20,1.23,27.78,27.73,19.78,83.19,1.0,97.82
2024,9,21,0.85,29.19,28.77,19.84,76.88,0.25,97.96
2024,9,22,0.7,30.31,29.51,20.26,73.25,0.06,97.9
2024,9,23,0.97,29.88,29.19,19.84,74.56,0.0,97.86
2024,9,24,0.94,29.9,29.55,21.0,78.19,0.17,97.75
2024,9,25,1.94,29.11,28.98,21.48,83.62,0.51,97.77
2024,9,26,2.07,27.83,27.93,20.57,86.0,2.11,97.75
2024,9,27,2.05,27.52,27.7,19.96,85.06,1.0,97.73
2024,9,28,2.23,25.73,25.65,18.92,89.38,1.24,97.92
2024,9,29,1.25,27.4,27.41,19.23,83.06,0.36,98.2
2024,9,30,1.42,27.82,27.26,17.33,74.31,0.0,98.1
