-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2009 through 09/30/2009 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2009,8,8,2.12,35.29,36.32,17.64,49.56,0.03,97.1
2009,8,9,2.16,35.35,36.01,16.91,46.94,5.11,97.02
2009,8,10,1.98,35.66,36.61,15.93,44.38,0.46,97.1
2009,8,11,1.35,34.48,34.95,18.68,54.56,18.94,97.45
2009,8,12,0.94,33.17,34.2,20.2,63.56,6.98,97.43
2009,8,13,2.06,33.72,34.42,18.8,57.88,4.79,97.34
2009,8,14,2.41,32.41,32.87,19.29,63.56,4.71,97.4
2009,8,15,1.82,29.4,29.97,20.63,78.5,11.52,97.57
2009,8,16,1.88,28.07,28.29,20.51,84.38,9.31,97.58
2009,8,17,2.84,29.48,30.66,18.98,73.19,3.22,97.66
2009,8,18,1.73,30.76,31.31,18.92,67.56,1.43,97.67
2009,8,19,1.77,32.59,33.24,17.82,58.25,0.25,97.7
2009,8,20,1.27,32.99,33.8,17.03,54.69,0.0,97.68
2009,8,21,1.84,31.36,31.57,18.86,65.0,36.8,97.59
2009,8,22,1.67,31.6,31.83,18.8,64.94,4.76,97.48
2009,8,23,1.62,32.62,32.98,18.13,59.38,0.38,97.44
2009,8,24,1.56,32.33,33.0,18.86,62.88,2.81,97.59
2009,8,25,1.83,29.22,29.77,19.47,75.25,3.39,97.75
2009,8,26,1.41,28.98,30.14,18.98,75.12,2.33,97.77
2009,8,27,1.31,29.44,30.83,18.68,72.31,0.78,97.73
2009,8,28,2.3,29.79,30.82,18.86,71.31,0.16,97.85
2009,8,29,2.66,28.83,29.56,19.59,77.81,8.3,97.78
2009,8,30,2.72,28.69,29.02,20.57,82.25,10.6,97.76
2009,8,31,1.18,30.04,30.67,20.02,75.19,3.67,97.86
2009,9,1,0.8,30.8,31.4,20.32,72.69,16.88,97.78
2009,9,2,0.95,30.46,31.02,20.14,73.19,7.45,97.59
2009,9,3,1.84,29.61,30.14,20.14,76.81,17.16,97.56
2009,9,4,1.25,28.76,29.67,19.29,77.56,4.47,97.58
2009,9,5,1.21,28.48,28.99,17.4,71.0,0.51,97.5
2009,9,6,1.03,28.73,28.48,13.98,57.69,0.0,97.42
2009,9,7,1.3,29.13,28.37,12.15,49.25,0.0,97.55
2009,9,8,1.53,27.49,27.3,13.49,59.0,1.28,97.7
2009,9,9,1.74,26.76,26.97,19.29,85.62,58.71,97.78
2009,9,10,3.22,25.68,25.7,19.29,90.81,32.11,97.6
2009,9,11,3.15,25.9,25.94,19.59,90.94,21.14,97.5
2009,9,12,2.95,26.13,26.16,18.19,84.56,4.28,97.99
2009,9,13,1.69,27.21,26.95,17.82,78.44,0.0,98.09
2009,9,14,1.48,27.72,26.65,15.32,66.69,0.0,98.0
2009,9,15,2.08,26.82,26.3,15.14,68.38,0.0,97.79
2009,9,16,1.73,27.39,26.62,15.75,68.5,0.0,97.88
2009,9,17,1.64,28.03,27.33,16.48,69.0,0.0,98.03
2009,9,18,1.48,28.28,27.65,16.24,67.69,0.0,98.12
2009,9,19,1.34,28.58,28.33,16.54,68.62,0.0,98.04
2009,9,20,1.25,28.23,28.55,17.21,72.81,0.0,97.95
2009,9,21,1.21,28.64,29.03,18.25,75.06,0.08,97.97
2009,9,22,1.24,29.16,29.38,18.37,73.38,0.09,97.84
2009,9,23,1.62,29.83,29.01,15.56,60.81,0.0,97.76
2009,9,24,2.1,28.64,27.64,13.24,54.75,0.0,97.87
2009,9,25,2.03,27.93,27.18,12.33,53.81,0.04,97.88
2009,9,26,1.43,27.73,27.19,12.76,57.25,0.4,98.03
2009,9,27,1.37,28.67,27.53,12.94,53.88,0.0,97.97
2009,9,28,1.59,28.51,27.34,12.51,52.44,0.0,97.93
2009,9,29,1.24,28.94,28.33,14.28,57.75,0.0,97.88
2009,9,30,1.01,28.61,28.38,14.1,59.31,0.0,97.91
