-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2003 through 09/30/2003 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2003,9,1,1.92,29.31,29.08,20.2,77.62,1.55,97.41
2003,9,2,1.79,29.65,29.4,19.96,75.44,1.49,97.41
2003,9,3,1.24,29.06,29.09,19.84,77.62,1.5,97.56
2003,9,4,1.09,29.06,29.19,19.65,77.0,3.29,97.57
2003,9,5,1.12,28.58,28.75,19.35,77.81,6.72,97.61
2003,9,6,1.43,27.98,28.24,20.14,83.5,8.65,97.67
2003,9,7,1.69,27.13,27.1,19.9,86.31,9.74,97.66
2003,9,8,1.02,28.37,28.4,18.92,76.88,0.5,97.61
2003,9,9,1.35,28.84,28.55,17.58,70.69,0.1,97.64
2003,9,10,1.43,27.64,27.58,17.64,75.25,0.32,97.63
2003,9,11,1.54,27.72,27.71,18.62,79.0,9.87,97.63
2003,9,12,1.21,28.26,28.2,17.88,74.38,1.1,97.56
2003,9,13,0.88,28.9,28.85,17.82,71.25,0.11,97.7
2003,9,14,0.78,28.99,28.94,18.62,73.0,5.44,97.74
2003,9,15,0.98,28.06,28.33,19.53,80.75,4.5,97.78
2003,9,16,1.27,27.62,28.03,19.17,81.5,1.11,97.81
2003,9,17,1.63,27.33,27.56,18.92,81.81,0.3,97.86
2003,9,18,1.25,28.06,28.26,18.98,79.56,0.85,98.02
2003,9,19,1.22,28.58,28.86,18.49,76.19,0.0,98.03
2003,9,20,1.17,29.32,29.4,17.94,71.06,0.0,97.97
2003,9,21,1.02,29.29,29.37,17.82,70.88,3.88,97.99
2003,9,22,1.18,29.22,29.29,17.33,69.62,1.33,97.9
2003,9,23,1.66,28.19,28.69,18.31,76.94,0.47,97.87
2003,9,24,1.88,27.07,27.89,18.49,81.88,0.97,97.97
2003,9,25,1.95,26.19,27.05,17.7,82.88,0.34,98.23
2003,9,26,1.4,25.83,26.42,15.75,75.94,0.0,98.28
2003,9,27,1.22,26.93,26.91,15.2,69.12,0.0,98.03
2003,9,28,0.98,27.12,27.17,13.67,62.5,1.51,97.92
2003,9,29,1.34,26.52,26.69,14.04,65.69,2.5,98.0
2003,9,30,1.14,27.91,27.15,13.24,57.38,0.29,98.07
