-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2014 through 09/30/2014 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2014,7,25,2.52,31.93,34.02,17.03,57.31,0.08,97.43
2014,7,26,2.07,32.94,35.3,17.46,55.5,0.08,97.61
2014,7,27,1.41,32.58,34.48,18.31,58.81,5.78,97.6
2014,7,28,2.0,32.3,33.85,18.43,60.06,4.6,97.31
2014,7,29,1.84,32.28,34.29,17.82,59.0,1.64,97.32
2014,7,30,0.88,33.43,35.85,17.09,53.12,0.06,97.37
2014,7,31,1.45,33.39,35.37,17.27,53.38,2.28,97.39
2014,8,1,1.35,33.26,35.18,18.37,56.81,1.06,97.25
2014,8,2,0.61,33.1,34.49,19.47,60.31,21.64,97.1
2014,8,3,1.54,32.77,33.86,19.29,61.56,8.93,96.99
2014,8,4,1.74,31.54,32.19,18.68,63.44,3.25,97.01
2014,8,5,1.1,31.29,32.56,18.86,64.81,4.21,97.18
2014,8,6,1.02,31.86,33.44,18.98,63.06,1.82,97.18
2014,8,7,2.02,31.33,32.8,19.41,67.31,0.37,97.12
2014,8,8,1.73,31.53,33.73,18.8,64.69,2.83,97.23
2014,8,9,1.38,31.97,33.78,18.55,62.5,2.75,97.45
2014,8,10,1.61,31.01,31.51,19.9,69.19,37.77,97.52
2014,8,11,1.27,31.48,32.4,19.1,66.25,13.81,97.4
2014,8,12,2.57,32.19,33.02,18.13,60.75,0.71,97.28
2014,8,13,3.79,32.44,33.02,17.15,56.25,0.15,97.25
2014,8,14,4.0,31.8,32.52,17.7,60.0,0.84,97.16
2014,8,15,3.57,31.35,32.41,17.94,62.44,1.17,97.26
2014,8,16,2.41,30.37,31.9,17.15,63.69,0.3,97.6
2014,8,17,1.65,30.46,32.13,15.81,58.75,0.0,97.72
2014,8,18,1.7,31.62,32.67,14.53,50.88,0.0,97.9
2014,8,19,2.1,31.63,32.3,13.06,46.62,0.06,97.93
2014,8,20,2.51,32.48,33.13,13.37,45.12,0.0,97.71
2014,8,21,2.69,31.88,32.62,12.88,45.5,0.0,97.53
2014,8,22,2.64,32.05,32.96,13.18,45.69,0.0,97.62
2014,8,23,2.41,32.14,33.12,12.7,43.88,0.0,97.76
2014,8,24,2.34,32.43,33.25,12.08,40.81,0.0,97.74
2014,8,25,1.76,32.75,34.05,13.43,43.81,0.0,97.7
2014,8,26,2.59,33.43,34.58,13.98,44.06,0.0,97.61
2014,8,27,2.52,33.61,34.75,13.61,42.56,0.22,97.56
2014,8,28,1.23,32.64,33.94,13.92,46.06,3.93,97.73
2014,8,29,1.12,31.36,32.57,15.14,52.88,6.12,97.78
2014,8,30,0.98,31.36,32.1,16.66,57.56,6.02,97.7
2014,8,31,1.14,30.59,31.07,17.76,63.69,18.09,97.51
2014,9,1,2.35,29.67,30.5,17.64,67.12,6.27,97.53
2014,9,2,3.7,29.16,29.97,17.03,66.75,3.29,97.6
2014,9,3,2.77,29.37,30.08,18.43,71.38,6.14,97.55
2014,9,4,2.77,28.82,29.4,18.68,74.25,11.65,97.45
2014,9,5,2.8,28.11,28.49,18.62,77.12,14.12,97.35
2014,9,6,0.93,29.38,30.43,16.91,66.69,6.9,97.64
2014,9,7,1.13,29.72,30.61,16.48,63.44,0.42,97.81
2014,9,8,1.31,29.96,31.36,17.64,66.38,0.02,97.79
2014,9,9,1.03,30.71,32.33,17.27,62.75,0.0,97.65
2014,9,10,0.62,31.07,32.56,17.09,60.75,1.14,97.68
2014,9,11,1.2,29.44,30.44,16.97,65.62,9.26,97.9
2014,9,12,0.94,29.18,30.26,15.26,61.62,2.83,97.96
2014,9,13,1.39,29.7,30.76,15.93,61.31,0.2,97.79
2014,9,14,1.76,29.73,30.73,15.99,61.81,0.01,97.84
2014,9,15,2.23,29.51,30.49,15.75,62.31,0.0,97.83
2014,9,16,1.91,29.41,30.36,14.4,57.81,0.12,97.7
2014,9,17,2.04,29.54,30.31,13.92,55.31,0.0,97.64
2014,9,18,2.08,29.49,29.96,12.33,49.88,0.0,97.78
2014,9,19,2.12,29.34,29.9,12.15,49.38,0.0,97.81
2014,9,20,1.96,29.51,30.12,11.47,47.25,0.0,97.71
2014,9,21,2.48,28.87,29.32,11.05,46.94,0.05,97.77
2014,9,22,2.98,29.05,29.64,11.47,47.5,0.0,97.89
2014,9,23,3.45,28.61,29.07,10.93,46.56,0.0,97.87
2014,9,24,2.63,28.55,29.32,11.23,48.31,0.0,97.99
2014,9,25,2.38,28.51,29.33,11.54,49.75,0.0,98.16
2014,9,26,2.3,28.76,29.79,12.45,52.06,0.1,98.23
2014,9,27,2.52,28.77,29.7,11.78,49.5,0.0,98.33
2014,9,28,2.13,28.9,29.69,11.54,48.38,0.0,98.37
2014,9,29,2.21,28.93,29.81,11.54,47.75,0.02,98.29
2014,9,30,1.89,29.48,30.41,11.47,46.19,0.16,98.32
